Region,Year,PIN,Category
Australia and New Zealand,2006,103,livestock
Australia and New Zealand,2005,103,livestock
Australia and New Zealand,2004,102,livestock
Australia and New Zealand,2003,102,livestock
Australia and New Zealand,2002,101,livestock
Australia and New Zealand,2001,103,livestock
Australia and New Zealand,2000,100,livestock
Australia and New Zealand,1999,95,livestock
Australia and New Zealand,1998,96,livestock
Australia and New Zealand,1997,94,livestock
Australia and New Zealand,1996,121,livestock
Australia and New Zealand,1995,119,livestock
Australia and New Zealand,1994,119,livestock
Australia and New Zealand,1993,115,livestock
Australia and New Zealand,1992,112,livestock
Australia and New Zealand,1991,112,livestock
Australia and New Zealand,1990,109,livestock
Australia and New Zealand,1989,106,livestock
Australia and New Zealand,1988,108,livestock
Australia and New Zealand,1987,105,livestock
Australia and New Zealand,1986,102,livestock
Australia and New Zealand,1985,101,livestock
Australia and New Zealand,1984,96,livestock
Australia and New Zealand,1983,99,livestock
Australia and New Zealand,1982,98,livestock
Australia and New Zealand,1981,96,livestock
Australia and New Zealand,1980,96,livestock
Australia and New Zealand,1979,101,livestock
Australia and New Zealand,1978,102,livestock
Australia and New Zealand,1977,101,livestock
Australia and New Zealand,1976,102,livestock
Australia and New Zealand,1975,93,livestock
Australia and New Zealand,1974,86,livestock
Australia and New Zealand,1973,95,livestock
Australia and New Zealand,1972,96,livestock
Australia and New Zealand,1971,92,livestock
Australia and New Zealand,1970,90,livestock
Australia and New Zealand,1969,87,livestock
Australia and New Zealand,1968,83,livestock
Australia and New Zealand,1967,81,livestock
Australia and New Zealand,1966,80,livestock
Australia and New Zealand,1965,81,livestock
Australia and New Zealand,1964,79,livestock
Australia and New Zealand,1963,77,livestock
Australia and New Zealand,1962,74,livestock
Australia and New Zealand,1961,69,livestock
Caribbean,2007,115,livestock
Caribbean,2006,114,livestock
Caribbean,2005,109,livestock
Caribbean,2004,104,livestock
Caribbean,2003,100,livestock
Caribbean,2002,101,livestock
Caribbean,2001,100,livestock
Caribbean,2000,101,livestock
Caribbean,1999,97,livestock
Caribbean,1998,95,livestock
Caribbean,1997,93,livestock
Caribbean,1996,95,livestock
Caribbean,1995,92,livestock
Caribbean,1994,91,livestock
Caribbean,1993,89,livestock
Caribbean,1992,90,livestock
Caribbean,1991,97,livestock
Caribbean,1990,104,livestock
Caribbean,1989,103,livestock
Caribbean,1988,101,livestock
Caribbean,1987,99,livestock
Caribbean,1986,98,livestock
Caribbean,1985,97,livestock
Caribbean,1984,97,livestock
Caribbean,1983,95,livestock
Caribbean,1982,91,livestock
Caribbean,1981,92,livestock
Caribbean,1980,89,livestock
Caribbean,1979,88,livestock
Caribbean,1978,86,livestock
Caribbean,1977,85,livestock
Caribbean,1976,79,livestock
Caribbean,1975,73,livestock
Caribbean,1974,74,livestock
Caribbean,1973,77,livestock
Caribbean,1972,76,livestock
Caribbean,1971,74,livestock
Caribbean,1970,73,livestock
Caribbean,1969,73,livestock
Caribbean,1968,72,livestock
Caribbean,1967,64,livestock
Caribbean,1966,60,livestock
Caribbean,1965,58,livestock
Caribbean,1964,55,livestock
Caribbean,1963,53,livestock
Caribbean,1962,50,livestock
Caribbean,1961,48,livestock
Central America,2007,118,livestock
Central America,2006,118,livestock
Central America,2005,115,livestock
Central America,2004,112,livestock
Central America,2003,108,livestock
Central America,2002,105,livestock
Central America,2001,103,livestock
Central America,2000,100,livestock
Central America,1999,95,livestock
Central America,1998,90,livestock
Central America,1997,85,livestock
Central America,1996,81,livestock
Central America,1995,86,livestock
Central America,1994,81,livestock
Central America,1993,79,livestock
Central America,1992,74,livestock
Central America,1991,72,livestock
Central America,1990,68,livestock
Central America,1989,63,livestock
Central America,1988,66,livestock
Central America,1987,68,livestock
Central America,1986,68,livestock
Central America,1985,63,livestock
Central America,1984,62,livestock
Central America,1983,63,livestock
Central America,1982,60,livestock
Central America,1981,59,livestock
Central America,1980,57,livestock
Central America,1979,55,livestock
Central America,1978,55,livestock
Central America,1977,52,livestock
Central America,1976,49,livestock
Central America,1975,45,livestock
Central America,1974,41,livestock
Central America,1973,40,livestock
Central America,1972,39,livestock
Central America,1971,35,livestock
Central America,1970,35,livestock
Central America,1969,34,livestock
Central America,1968,32,livestock
Central America,1967,31,livestock
Central America,1966,30,livestock
Central America,1965,27,livestock
Central America,1964,26,livestock
Central America,1963,26,livestock
Central America,1962,26,livestock
Central America,1961,24,livestock
Central Asia,2007,133,livestock
Central Asia,2006,129,livestock
Central Asia,2005,126,livestock
Central Asia,2004,119,livestock
Central Asia,2003,115,livestock
Central Asia,2002,108,livestock
Central Asia,2001,103,livestock
Central Asia,2000,99,livestock
Central Asia,1999,96,livestock
Central Asia,1998,96,livestock
Central Asia,1997,96,livestock
Central Asia,1996,101,livestock
Central Asia,1995,114,livestock
Central Asia,1994,126,livestock
Central Asia,1993,133,livestock
Central Asia,1992,128,livestock
Central Asia,1991,0,livestock
Central Asia,1990,0,livestock
Central Asia,1989,0,livestock
Central Asia,1988,0,livestock
Central Asia,1987,0,livestock
Central Asia,1986,0,livestock
Central Asia,1985,0,livestock
Central Asia,1984,0,livestock
Central Asia,1983,0,livestock
Central Asia,1982,0,livestock
Central Asia,1981,0,livestock
Central Asia,1980,0,livestock
Central Asia,1979,0,livestock
Central Asia,1978,0,livestock
Central Asia,1977,0,livestock
Central Asia,1976,0,livestock
Central Asia,1975,0,livestock
Central Asia,1974,0,livestock
Central Asia,1973,0,livestock
Central Asia,1972,0,livestock
Central Asia,1971,0,livestock
Central Asia,1970,0,livestock
Central Asia,1969,0,livestock
Central Asia,1968,0,livestock
Central Asia,1967,0,livestock
Central Asia,1966,0,livestock
Central Asia,1965,0,livestock
Central Asia,1964,0,livestock
Central Asia,1963,0,livestock
Central Asia,1962,0,livestock
Central Asia,1961,0,livestock
Eastern Africa,2007,122,livestock
Eastern Africa,2006,119,livestock
Eastern Africa,2005,115,livestock
Eastern Africa,2004,111,livestock
Eastern Africa,2003,110,livestock
Eastern Africa,2002,108,livestock
Eastern Africa,2001,102,livestock
Eastern Africa,2000,98,livestock
Eastern Africa,1999,98,livestock
Eastern Africa,1998,93,livestock
Eastern Africa,1997,91,livestock
Eastern Africa,1996,89,livestock
Eastern Africa,1995,88,livestock
Eastern Africa,1994,86,livestock
Eastern Africa,1993,85,livestock
Eastern Africa,1992,87,livestock
Eastern Africa,1991,87,livestock
Eastern Africa,1990,88,livestock
Eastern Africa,1989,87,livestock
Eastern Africa,1988,85,livestock
Eastern Africa,1987,82,livestock
Eastern Africa,1986,82,livestock
Eastern Africa,1985,77,livestock
Eastern Africa,1984,75,livestock
Eastern Africa,1983,75,livestock
Eastern Africa,1982,73,livestock
Eastern Africa,1981,70,livestock
Eastern Africa,1980,70,livestock
Eastern Africa,1979,71,livestock
Eastern Africa,1978,71,livestock
Eastern Africa,1977,67,livestock
Eastern Africa,1976,64,livestock
Eastern Africa,1975,62,livestock
Eastern Africa,1974,60,livestock
Eastern Africa,1973,61,livestock
Eastern Africa,1972,60,livestock
Eastern Africa,1971,58,livestock
Eastern Africa,1970,59,livestock
Eastern Africa,1969,57,livestock
Eastern Africa,1968,56,livestock
Eastern Africa,1967,54,livestock
Eastern Africa,1966,53,livestock
Eastern Africa,1965,50,livestock
Eastern Africa,1964,49,livestock
Eastern Africa,1963,48,livestock
Eastern Africa,1962,48,livestock
Eastern Africa,1961,47,livestock
Eastern Asia,2007,120,livestock
Eastern Asia,2006,119,livestock
Eastern Asia,2005,117,livestock
Eastern Asia,2004,111,livestock
Eastern Asia,2003,108,livestock
Eastern Asia,2002,104,livestock
Eastern Asia,2001,101,livestock
Eastern Asia,2000,100,livestock
Eastern Asia,1999,97,livestock
Eastern Asia,1998,94,livestock
Eastern Asia,1997,88,livestock
Eastern Asia,1996,81,livestock
Eastern Asia,1995,79,livestock
Eastern Asia,1994,73,livestock
Eastern Asia,1993,66,livestock
Eastern Asia,1992,60,livestock
Eastern Asia,1991,55,livestock
Eastern Asia,1990,51,livestock
Eastern Asia,1989,47,livestock
Eastern Asia,1988,45,livestock
Eastern Asia,1987,41,livestock
Eastern Asia,1986,39,livestock
Eastern Asia,1985,37,livestock
Eastern Asia,1984,34,livestock
Eastern Asia,1983,30,livestock
Eastern Asia,1982,29,livestock
Eastern Asia,1981,27,livestock
Eastern Asia,1980,27,livestock
Eastern Asia,1979,25,livestock
Eastern Asia,1978,22,livestock
Eastern Asia,1977,20,livestock
Eastern Asia,1976,20,livestock
Eastern Asia,1975,19,livestock
Eastern Asia,1974,19,livestock
Eastern Asia,1973,18,livestock
Eastern Asia,1972,18,livestock
Eastern Asia,1971,17,livestock
Eastern Asia,1970,15,livestock
Eastern Asia,1969,15,livestock
Eastern Asia,1968,14,livestock
Eastern Asia,1967,14,livestock
Eastern Asia,1966,13,livestock
Eastern Asia,1965,12,livestock
Eastern Asia,1964,11,livestock
Eastern Asia,1963,10,livestock
Eastern Asia,1962,8,livestock
Eastern Asia,1961,7,livestock
Eastern Europe,2007,103,livestock
Eastern Europe,2006,102,livestock
Eastern Europe,2005,101,livestock
Eastern Europe,2004,101,livestock
Eastern Europe,2003,103,livestock
Eastern Europe,2002,102,livestock
Eastern Europe,2001,99,livestock
Eastern Europe,2000,99,livestock
Eastern Europe,1999,101,livestock
Eastern Europe,1998,104,livestock
Eastern Europe,1997,105,livestock
Eastern Europe,1996,111,livestock
Eastern Europe,1995,117,livestock
Eastern Europe,1994,126,livestock
Eastern Europe,1993,135,livestock
Eastern Europe,1992,144,livestock
Eastern Europe,1991,190,livestock
Eastern Europe,1990,205,livestock
Eastern Europe,1989,204,livestock
Eastern Europe,1988,202,livestock
Eastern Europe,1987,196,livestock
Eastern Europe,1986,192,livestock
Eastern Europe,1985,185,livestock
Eastern Europe,1984,184,livestock
Eastern Europe,1983,179,livestock
Eastern Europe,1982,170,livestock
Eastern Europe,1981,168,livestock
Eastern Europe,1980,171,livestock
Eastern Europe,1979,175,livestock
Eastern Europe,1978,175,livestock
Eastern Europe,1977,171,livestock
Eastern Europe,1976,160,livestock
Eastern Europe,1975,165,livestock
Eastern Europe,1974,164,livestock
Eastern Europe,1973,155,livestock
Eastern Europe,1972,149,livestock
Eastern Europe,1971,145,livestock
Eastern Europe,1970,141,livestock
Eastern Europe,1969,138,livestock
Eastern Europe,1968,138,livestock
Eastern Europe,1967,133,livestock
Eastern Europe,1966,126,livestock
Eastern Europe,1965,118,livestock
Eastern Europe,1964,105,livestock
Eastern Europe,1963,108,livestock
Eastern Europe,1962,108,livestock
Eastern Europe,1961,104,livestock
Europe,2007,98,livestock
Europe,2006,97,livestock
Europe,2005,99,livestock
Europe,2004,99,livestock
Europe,2003,100,livestock
Europe,2002,101,livestock
Europe,2001,99,livestock
Europe,2000,99,livestock
Europe,1999,101,livestock
Europe,1998,101,livestock
Europe,1997,101,livestock
Europe,1996,103,livestock
Europe,1995,104,livestock
Europe,1994,106,livestock
Europe,1993,109,livestock
Europe,1992,113,livestock
Europe,1991,127,livestock
Europe,1990,131,livestock
Europe,1989,130,livestock
Europe,1988,129,livestock
Europe,1987,129,livestock
Europe,1986,127,livestock
Europe,1985,125,livestock
Europe,1984,124,livestock
Europe,1983,122,livestock
Europe,1982,118,livestock
Europe,1981,117,livestock
Europe,1980,117,livestock
Europe,1979,117,livestock
Europe,1978,115,livestock
Europe,1977,111,livestock
Europe,1976,107,livestock
Europe,1975,108,livestock
Europe,1974,107,livestock
Europe,1973,101,livestock
Europe,1972,98,livestock
Europe,1971,97,livestock
Europe,1970,95,livestock
Europe,1969,93,livestock
Europe,1968,92,livestock
Europe,1967,90,livestock
Europe,1966,86,livestock
Europe,1965,82,livestock
Europe,1964,77,livestock
Europe,1963,77,livestock
Europe,1962,77,livestock
Europe,1961,75,livestock
European Union,2007,96,livestock
European Union,2006,96,livestock
European Union,2005,99,livestock
European Union,2004,100,livestock
European Union,2003,100,livestock
European Union,2002,101,livestock
European Union,2001,100,livestock
European Union,2000,100,livestock
European Union,1999,99,livestock
European Union,1998,98,livestock
European Union,1997,96,livestock
European Union,1996,97,livestock
European Union,1995,96,livestock
European Union,1994,95,livestock
European Union,1993,97,livestock
European Union,1992,96,livestock
European Union,1991,95,livestock
European Union,1990,96,livestock
European Union,1989,94,livestock
European Union,1988,95,livestock
European Union,1987,96,livestock
European Union,1986,96,livestock
European Union,1985,95,livestock
European Union,1984,96,livestock
European Union,1983,94,livestock
European Union,1982,92,livestock
European Union,1981,91,livestock
European Union,1980,92,livestock
European Union,1979,90,livestock
European Union,1978,87,livestock
European Union,1977,84,livestock
European Union,1976,83,livestock
European Union,1975,82,livestock
European Union,1974,81,livestock
European Union,1973,77,livestock
European Union,1972,75,livestock
European Union,1971,73,livestock
European Union,1970,72,livestock
European Union,1969,71,livestock
European Union,1968,70,livestock
European Union,1967,68,livestock
European Union,1966,66,livestock
European Union,1965,64,livestock
European Union,1964,62,livestock
European Union,1963,61,livestock
European Union,1962,61,livestock
European Union,1961,60,livestock
LandLocked developing countries,2007,121,livestock
LandLocked developing countries,2006,118,livestock
LandLocked developing countries,2005,117,livestock
LandLocked developing countries,2004,112,livestock
LandLocked developing countries,2003,108,livestock
LandLocked developing countries,2002,106,livestock
LandLocked developing countries,2001,101,livestock
LandLocked developing countries,2000,99,livestock
